Vulcan Champions	Forge Mastery	Equip a full kit on any champion: weapon + at least 3 armor pieces (helm/cuirass/bracers/greaves/kilt/tunic)	1	Weekly	Gameplay	Easy	Pushes inventory + Agora purchases. Encourages the keeper to actually use the equipment system and learn what each species' weapon does.	Owns weapon + 3 armor NFTs; Active Frenzy Pass	One-time per week per wallet. Resets at week boundary.	Jamie	Idea
Vulcan Champions	Blooded Evolution	Evolve any champion through one stage gate this week (e.g. L1->L3, L3->L5)	1	Weekly	Gameplay	Medium	Rewards meaningful progression (not just feeding). Each evolution consumes an Evolution Potion so this also pulls inventory through the loop.	Owns at least 1 evolution potion + a champion at gate; Active Frenzy Pass	Trivially trackable from the existing champion_evolve event.	Jamie	Idea
Vulcan Champions	Quest Veteran	Complete 15 adventure quests this week (any tier)	2	Weekly	Gameplay	Medium	The mid-tier quest grinder target. 15 quests = ~2 per day average — sustained engagement without burnout.	Owns 1+ champion; Active Frenzy Pass	Counts the same quest_completions as Adventure Apprentice but a higher bar. Both can stack in the same week.	Jamie	Idea
Vulcan Champions	Hard Quester	Complete 3 Hard-tier adventure quests this week	2	Weekly	Gameplay	Hard	Hard tier requires a leveled champion + investment. Anti-farm by definition because the time gate per Hard quest is real.	Owns 1+ champion at L10+; Active Frenzy Pass	Filters quest_completed events by quest.tier == hard. Cooldown means max ~5 per week even for grinders.	Jamie	Idea
Vulcan Champions	Streak Keeper	Maintain a 7-day daily-care streak this week	2	Weekly	Retention	Medium	Pure retention. Misses one day = streak resets. Pairs with the daily streak system already shipped.	Owns 1+ champion; Active Frenzy Pass	Server-tracks the daily streak counter. Only awards when keeper hits 7 in the rolling week.	Jamie	Idea
Vulcan Champions	Trait Tinker	Use 5 trait potions this week (any of STR/VIT/AGI/FER/INT/LCK)	1	Weekly	Gameplay	Easy	Drives the trait-potion economy — these are core consumables and most keepers under-use them.	Owns 5+ trait potions in inventory; Active Frenzy Pass	Counts trait_potion_consumed events. Forces inventory rotation rather than hoarding.	Jamie	Idea
Vulcan Champions	Bond Builder	Gain +30 bond on any single champion this week	1	Weekly	Engagement	Easy-Medium	Bond grows from feed/quest/arena/daily-claim. +30 = roughly 6 days of consistent care. Rewards picking a main.	Owns 1+ champion at L3+; Active Frenzy Pass	Per-champion bond delta over the rolling 7-day window.	Jamie	Idea
Vulcan Champions	Stable Curator	Have 3+ champions with full kit (weapon + 3+ armor) at week's end	2	Weekly	Collection	Hard	Pushes Agora marketplace activity AND inventory. Hard because it requires owning 3 champions and the gear for all of them.	Owns 3+ champions; Active Frenzy Pass	Snapshot taken at week boundary. No farming possible — it's a state check.	Jamie	Idea
Vulcan Champions	Arena Veteran	Win 15 arena battles this week (vs bot or PvP)	1	Weekly	Gameplay	Medium	Mid-tier arena grinder quest above Initiate (5 wins) but below Apex (25 wins). Smooths the difficulty curve.	Owns 1+ champion at L5+; Active Frenzy Pass	Same anti-farm rules as Arena Initiate — only ELO-bracketed wins count.	Jamie	Idea
Vulcan Champions	Direct Combat	Send 3 direct PvP invites this week (regardless of opponent accept)	1	Weekly	Gameplay	Easy-Medium	Pushes the Phase 8.6 direct-invite system. Invite-sent counts even if opponent ignores — keeps the social layer flowing.	Owns 1+ champion at L5+; Active Frenzy Pass	Anti-spam: same opponent only counts once per week. Forces variety.	Jamie	Idea
Vulcan Champions	Direct Conquest	Win 3 direct-invite PvP battles this week (1v1 challenges)	2	Weekly	Gameplay	Hard	Couples the direct-invite social layer with skill. Win-required filter means actual competitive PvP not collusion.	Owns 1+ champion at L7+; Active Frenzy Pass	Same opponent only counts once per week. No self-invites.	Jamie	Idea
Vulcan Champions	Species Mastery	Field 3 different species in arena battles this week	1	Weekly	Gameplay	Medium	Encourages multi-champion ownership and species rotation. Light push toward The Pantheon one-off.	Owns 3+ champions of different species; Active Frenzy Pass	Counts distinct species_id values across the keeper's arena_battle events in the rolling 7-day window.	Jamie	Idea
Vulcan Champions	Bloodline Variety	Win arena battles with 3 different bloodlines this week	2	Weekly	Gameplay	Medium-Hard	Deeper version of Species Mastery — 3 wins not 3 entries. Pushes the bloodline-as-loadout concept.	Owns 3+ champions of different bloodlines; Active Frenzy Pass	Counts distinct bloodline_id values across the keeper's WIN events.	Jamie	Idea
Vulcan Champions	Forge Spree	Equip 5 different gear pieces from inventory this week	1	Weekly	Gameplay	Easy	Light inventory engagement. Distinct from Forge Mastery which is one full-kit assembly.	Owns 5+ gear NFTs; Active Frenzy Pass	Counts distinct equipment_change events with new_item_id values.	Jamie	Idea
Vulcan Champions	Evo Two	Evolve 2 different champions through stage gates this week	3	Weekly	Gameplay	Hard	Hardcore evolver target. Requires 2 evolution potions + 2 champions at gate. Top weekly chest count.	Owns 2+ evolution potions + 2 champions at gate; Active Frenzy Pass	Counts distinct champion_evolve events with different champion_ids.	Jamie	Idea
Vulcan Champions	Apex Predator	Win 25 arena battles AND finish in the Top 100 weekly leaderboard	2	Weekly	Gameplay	Hard	The grinder/hardcore quest. Couples raw activity (25 wins) with skill (Top 100 ELO) so it can't be farmed by bot-spam.	Owns at least 1 champion at L10+; Active Frenzy Pass	Top 100 across all species/brackets, ranked by weekly delta ELO so newer players can compete with veterans by gaining ELO fast.	Jamie	Idea
Vulcan Champions	Top 50 Climber	Finish in Top 50 of the weekly leaderboard	3	Weekly	Competitive	Very Hard	Higher-tier competitive quest above Apex Predator. The harshest weekly — only the top 50 ELO climbers in the world hit this.	Owns 1+ champion at L10+; Active Frenzy Pass	Snapshot at week boundary. No retroactive — must be in Top 50 at the moment the week closes.	Jamie	Idea
Vulcan Champions	Defender	Win 10 arena battles where you were the defender (incoming PvP attack)	2	Weekly	Gameplay	Medium	Rewards defensive loadouts and stable presence. Defender slot is currently underutilized — this drives it.	Owns 1+ champion at L7+; Active Frenzy Pass	Filters battles by attacker != self_wallet AND winner == self_wallet.	Jamie	Idea
Vulcan Champions	Champion of Champions	Win a Direct Invite PvP battle against another keeper (1v1 challenge)	1	Weekly	Gameplay	Medium	Pushes the Phase 8.6 direct-invite system. Social/competitive layer — adds keeper-vs-keeper rivalry.	Both keepers have Active Frenzy Pass; invite accepted + battle resolved	Anti-collusion: same opponent wallet only counts once per week. Forces keepers to challenge varied opponents.	Jamie	Idea
Vulcan Champions	Daily Devotion	Feed at least one potion every day for 7 consecutive days	1	Weekly	Retention	Easy	Adds a daily-touch quest without exploding chest emission. Misses one day -> progress resets. Rewards real consistency.	Owns at least 1 champion + potions inventory; Active Frenzy Pass	Backend already tracks the 7-day care signal for the daily streak system.	Jamie	Idea
Vulcan Champions	Campaign Push	Complete 1 Campaign chapter this week (any chapter)	2	Weekly	Gameplay	Medium	Drives the new Campaign mode into weekly cadence. Rewards keepers who pick up the solo PvE loop and progress through it.	Owns 1+ champion at L5+; Active Frenzy Pass; Campaign mode unlocked	Counts campaign_chapter_complete events in the rolling 7-day window. Replays of completed chapters do NOT count.	Jamie	Idea
Vulcan Champions	Monthly Champion	Finish at least one week in Top 10 of the weekly leaderboard during the month	3	Monthly	Competitive	Very Hard	Apex monthly competitive quest. Anyone who hits Top 10 even once during a 4-week month qualifies — forgiving but still elite.	Owns 1+ champion at L10+; Active Frenzy Pass	Snapshot taken weekly; if any of the 4 snapshots shows the keeper in Top 10, the monthly quest fires.	Jamie	Idea
Vulcan Champions	Iron Streak	Maintain a 28-day daily-care streak across the month	3	Monthly	Retention	Hard	Apex retention monthly. The hardest possible single-stat retention quest — one missed day kills it.	Owns 1+ champion; Active Frenzy Pass	Server-tracks the daily streak counter. Awards on the day the streak hits 28.	Jamie	Idea
Vulcan Champions	Coliseum Veteran	Win 100 arena battles in the month	3	Monthly	Gameplay	Hard	Mirrors Berserk's Call Me Champion at 4x scale for monthly cadence. Genuine grinder target.	Owns 1+ champion at L7+; Active Frenzy Pass	Counts arena wins in the rolling 28-day window; same anti-farm as weeklies.	Jamie	Idea
Vulcan Champions	Bond Master	Reach Soulbound (100 bond) on 3 different champions this month	3	Monthly	Engagement	Very Hard	Endgame engagement monthly. Requires 3 mains all maxed in the same window — the deepest possible care commitment.	Owns 3+ champions; Active Frenzy Pass	Snapshot at month boundary; counts distinct champion_ids with bond_score == 100.	Jamie	Idea
Vulcan Champions	First Hatch	Adopt your first champion (any species/bloodline)	1	One-Off	Onboarding	Easy	Anchor moment — every player gets a chest immediately upon picking up the game. The early win Vulcan Poker uses with First Blood.	Active Frenzy Pass	Fires on first champion_create event per wallet.	Jamie	Idea
Vulcan Champions	First Blood	Win your very first arena battle	1	One-Off	Onboarding	Easy	Onboarding milestone after First Hatch. Early-win moment that hooks new keepers into the Arena loop.	Owns 1+ champion at L3+; Active Frenzy Pass	Fires on first arena_battle_resolved with winner == self_wallet per wallet.	Jamie	Idea
Vulcan Champions	First Quest	Complete your very first adventure quest	1	One-Off	Onboarding	Easy	Onboarding chest for the Quest hub. Triggers immediately after the first quest_complete event.	Owns 1+ champion; Active Frenzy Pass	One-time fire per wallet on first quest_complete.	Jamie	Idea
Vulcan Champions	First Evolution	Evolve any champion through their first stage gate	1	One-Off	Onboarding	Easy	Onboarding chest for the evolution loop — most keepers don't realize evolution is the core progression hook until they hit it once.	Owns 1+ champion + 1 evolution potion; Active Frenzy Pass	Fires on first champion_evolve event per wallet.	Jamie	Idea
Vulcan Champions	Master Trainer	Reach Companion bond (50+) on any champion	1	One-Off	Engagement	Medium	Pulls the bond/mood system into the reward loop. Bond grows from feeding, questing, arena wins, daily claims — players who do all the loops naturally hit 50.	Active Frenzy Pass; champion owned ~2-3 weeks of regular play	Server-side bond tracking already shipped. Awards once per wallet (any champion qualifies).	Jamie	Idea
Vulcan Champions	Fully Forged	Equip a full kit on any champion: weapon + ALL 6 armor slots (helm/cuirass/bracers/greaves/kilt/tunic)	2	One-Off	Milestone	Hard	Mastery of the equipment system — every slot filled. Distinct from Forge Mastery (which is weapon + 3) by requiring the full set.	Owns weapon + all 6 armor slot NFTs; Active Frenzy Pass	One-time per wallet. Snapshot — must hold all 7 pieces equipped on the same champion at once.	Jamie	Idea
Vulcan Champions	Keeper of Bloodlines	Own a champion of all 3 bloodlines for a single species	2	One-Off	Collection	Hard	Rewards collectors. Each species has 3 bloodlines (e.g. orc -> ironfang/bloodfang/ashclan); owning the full set = mastery of one species. Pushes Agora trades.	Owns 3 distinct bloodlines of the same species_id	Per species — keeper picks which species to complete. Once awarded, can't re-earn for the same species.	Jamie	Idea
Vulcan Champions	The Pantheon	Own at least one champion from each of the 8 species (orc, elf, goblin, demon, drakkin, dwarf, beastkin, wraith)	3	One-Off	Collection	Hard	The gotta catch 'em all quest. Drives Agora marketplace activity and species exploration.	Owns 8 distinct species_id champions	Likely takes a long time + meaningful spend; that's the point. Big chest reward justifies the effort.	Jamie	Idea
Vulcan Champions	The Ascendant	Reach stage 18 (Ascendant) — the second-highest evolution tier — on any champion	2	One-Off	Gameplay	Hard	Mid-game peak milestone. Hitting Ascendant means the player has invested ~weeks of feeding + questing + evolution.	Active Frenzy Pass; champion stage_idx >= 17	Awards once per wallet. Stage 18 is hard but doable in 2-3 weeks of consistent play.	Jamie	Idea
Vulcan Champions	Soulbound	Reach 100 bond (Soulbound tier) on any single champion	2	One-Off	Engagement	Hard	Endgame bond milestone. 100 bond requires sustained care across all loops over weeks. Rewards roleplay/story-driven players, not just grinders.	Active Frenzy Pass; champion bond_score == 100	Awards once per wallet (any champion). Bond is per-champion so players choose their main.	Jamie	Idea
Vulcan Champions	Legendary	Reach stage 20 (Legendary) — peak form — on any champion	3	One-Off	Gameplay	Hard	The endgame trophy. By design the rarest one-off — 3 chests is a payoff worth chasing. Also feeds the evolve beyond limits trailer narrative.	Active Frenzy Pass; champion stage_idx == 19	Awards once per wallet (first time any of the keeper's champions reaches L50/Legendary).	Jamie	Idea
Vulcan Champions	Bloodline Pioneer	Be among the first 10 wallets to reach stage 20 with any non-Ironfang bloodline	3	One-Off	Milestone	Very Hard	Global race milestone — only awards to the first 10 wallets per bloodline. Drives launch competition and bragging rights.	Active Frenzy Pass; champion stage_idx == 19; non-Ironfang bloodline	Server checks global ranked count of stage_20 reaches per bloodline_id at the moment of evolve. Closes after 10 awards per bloodline.	Jamie	Idea
Vulcan Champions	Conquer the Pits	Complete Campaign Chapter 1 — defeat Skarn the Whelp-Eater	1	One-Off	Gameplay	Easy-Medium	Onboarding boss for Campaign mode. Tuned for stage 5+ champions so it's reachable for newer keepers.	Owns 1+ champion at L5+; Active Frenzy Pass; Campaign unlocked	Fires on first campaign_chapter_complete event for chapter_id == 1.	Jamie	Idea
Vulcan Champions	Conquer the Coliseum	Complete Campaign Chapter 2 — defeat Vexora the Bone Empress	2	One-Off	Gameplay	Medium	Mid-game Campaign milestone. Vexora's stat scaling matches a stage 8 champion in full kit.	Owns 1+ champion at L8+; Active Frenzy Pass; Chapter 1 cleared	Fires on first campaign_chapter_complete event for chapter_id == 2.	Jamie	Idea
Vulcan Champions	Conquer the Wastes	Complete Campaign Chapter 3 — defeat Thornwarden Mossback	2	One-Off	Gameplay	Hard	Curse-themed mid-late chapter. Thornwarden has high VIT and DOT mechanics — encourages varied builds.	Owns 1+ champion at L11+; Active Frenzy Pass; Chapter 2 cleared	Fires on first campaign_chapter_complete event for chapter_id == 3.	Jamie	Idea
Vulcan Champions	Conquer the Citadel	Complete Campaign Chapter 4 — defeat Inferno-King Pyrrhos	3	One-Off	Gameplay	Hard	Penultimate boss. Pyrrhos is a stage 15-equivalent with twin-blade burst damage — counters glass-cannon builds.	Owns 1+ champion at L15+; Active Frenzy Pass; Chapter 3 cleared	Fires on first campaign_chapter_complete event for chapter_id == 4.	Jamie	Idea
Vulcan Champions	Apex Champion	Complete Campaign Chapter 5 — defeat Voidlord Aetheron	5	One-Off	Milestone	Very Hard	Final Campaign boss + endgame trophy. Voidlord Aetheron is stage 18-equivalent with multi-affinity moveset. Awards a cosmetic Apex Champion title in addition to chests.	Owns 1+ champion at L18+; Active Frenzy Pass; Chapter 4 cleared	Fires on first campaign_chapter_complete event for chapter_id == 5. Awards cosmetic title that displays on champion card.	Jamie	Idea
